BBID,BTID,BLID,species,length_mm,caste,pass,replicate,lat,lon,locality,elevation,trapStartDay,trapStartMonth,trapEndDay,trapEndMonth,trapDeployedHours,Canola2015_Adjacent,Canola2014_100m,Cereals2014_100m,Pulses2014_100m,PastureForageCrop2014_100m,NativeGrassland2014_100m,Water2014_100m,Urban2014_100m,Shrubland2014_100m,Forest2014_100m,Wetland2014_100m,Canola2014_250m,Cereals2014_250m,Pulses2014_250m,PastureForageCrop2014_250m,NativeGrassland2014_250m,Water2014_250m,Urban2014_250m,Shrubland2014_250m,Forest2014_250m,Wetland2014_250m,Canola2014_500m,Cereals2014_500m,Pulses2014_500m,PastureForageCrop2014_500m,NativeGrassland2014_500m,Water2014_500m,Urban2014_500m,Shrubland2014_500m,Forest2014_500m,Wetland2014_500m
1121945,13825-5-A-2015,13825,borealis,18,queen,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1121957,13825-5-A-2015,13825,borealis,15,worker,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1121947,13825-5-A-2015,13825,borealis,21,queen,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1121960,13825-5-A-2015,13825,borealis,14,worker,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1121936,13825-5-A-2015,13825,borealis,12,worker,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1121948,13825-5-A-2015,13825,borealis,15,worker,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1122578,13825-5-A-2015,13825,borealis,20,queen,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1121944,13825-5-A-2015,13825,borealis,21,queen,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1121954,13825-5-A-2015,13825,borealis,15,worker,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1112019,13825-5-A-2015,13825,nevadensis,24,queen,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1112012,13825-5-A-2015,13825,nevadensis,25,queen,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1117032,13825-5-A-2015,13825,occidentalis,12,worker,5,A,50.6592,-114.1462,"Township Rd 200, Black Diamond",1209,29,7,11,8,312.4833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,0,0,183547.2608,0,0,14395.8636,0,0,0,0,23393.27834,0,712595.248,3598.965899,0,35989.65899,11696.63917,0,0
1115252,18488-1-A-2015,18488,borealis,22,queen,1,A,50.7986,-114.1404,12.6 km from Okotoks,1227,24,6,1,7,166.0833333,0,0,8097.673273,0,9897.156222,899.7414747,0,7197.931798,4498.707374,899.7414747,0,0,29691.46867,0,64781.38618,899.7414747,0,21593.79539,52185.00553,29691.46867,0,0,85475.4401,0,304112.6185,29691.46867,0,53084.74701,178148.812,131362.2553,899.7414747
1121268,18488-4-A-2015,18488,borealis,22,queen,4,A,50.7986,-114.1404,12.6 km from Okotoks,1227,16,7,29,7,301.6333333,0,0,8097.673273,0,9897.156222,899.7414747,0,7197.931798,4498.707374,899.7414747,0,0,29691.46867,0,64781.38618,899.7414747,0,21593.79539,52185.00553,29691.46867,0,0,85475.4401,0,304112.6185,29691.46867,0,53084.74701,178148.812,131362.2553,899.7414747
1121535,18488-4-A-2015,18488,borealis,15,worker,4,A,50.7986,-114.1404,12.6 km from Okotoks,1227,16,7,29,7,301.6333333,0,0,8097.673273,0,9897.156222,899.7414747,0,7197.931798,4498.707374,899.7414747,0,0,29691.46867,0,64781.38618,899.7414747,0,21593.79539,52185.00553,29691.46867,0,0,85475.4401,0,304112.6185,29691.46867,0,53084.74701,178148.812,131362.2553,899.7414747
1112082,18488-4-A-2015,18488,nevadensis,24,queen,4,A,50.7986,-114.1404,12.6 km from Okotoks,1227,16,7,29,7,301.6333333,0,0,8097.673273,0,9897.156222,899.7414747,0,7197.931798,4498.707374,899.7414747,0,0,29691.46867,0,64781.38618,899.7414747,0,21593.79539,52185.00553,29691.46867,0,0,85475.4401,0,304112.6185,29691.46867,0,53084.74701,178148.812,131362.2553,899.7414747
1121049,19735-4-A-2015,19735,borealis,23,queen,4,A,50.6985,-114.1173,8.1 km from Black Diamond,1154,16,7,29,7,312.0333333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,3598.965899,0,179048.5535,0,0,15295.60507,0,0,0,0,153855.7922,110668.2014,473264.0157,7197.931798,0,42287.84931,0,0,0
1121914,19735-5-A-2015,19735,borealis,14,worker,5,A,50.6985,-114.1173,8.1 km from Black Diamond,1154,29,7,11,8,312.2833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,3598.965899,0,179048.5535,0,0,15295.60507,0,0,0,0,153855.7922,110668.2014,473264.0157,7197.931798,0,42287.84931,0,0,0
1121919,19735-5-A-2015,19735,borealis,14,worker,5,A,50.6985,-114.1173,8.1 km from Black Diamond,1154,29,7,11,8,312.2833333,0,0,0,0,26992.24424,0,0,5398.448848,0,0,0,0,3598.965899,0,179048.5535,0,0,15295.60507,0,0,0,0,153855.7922,110668.2014,473264.0157,7197.931798,0,42287.84931,0,0,0
1115247,12228-1-A-2015,12228,borealis,20,queen,1,A,50.5718,-114.1111,9.2 km from Hartell,1223,24,6,1,7,166.4,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1115248,12228-1-A-2015,12228,borealis,19,queen,1,A,50.5718,-114.1111,9.2 km from Hartell,1223,24,6,1,7,166.4,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1115268,12228-1-A-2015,12228,borealis,18,queen,1,A,50.5718,-114.1111,9.2 km from Hartell,1223,24,6,1,7,166.4,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1121270,12228-4-A-2015,12228,borealis,19,queen,4,A,50.5718,-114.1111,9.2 km from Hartell,1223,16,7,29,7,313.15,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1122304,12228-4-A-2015,12228,borealis,17,queen,4,A,50.5718,-114.1111,9.2 km from Hartell,1223,16,7,29,7,313.15,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1121420,12228-4-A-2015,12228,borealis,17,queen,4,A,50.5718,-114.1111,9.2 km from Hartell,1223,16,7,29,7,313.15,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1121423,12228-4-A-2015,12228,borealis,13,worker,4,A,50.5718,-114.1111,9.2 km from Hartell,1223,16,7,29,7,313.15,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1121424,12228-4-A-2015,12228,borealis,17,queen,4,A,50.5718,-114.1111,9.2 km from Hartell,1223,16,7,29,7,313.15,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1117071,12228-4-A-2015,12228,occidentalis,15,worker,4,A,50.5718,-114.1111,9.2 km from Hartell,1223,16,7,29,7,313.15,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1121005,12228-5-A-2015,12228,borealis,25,queen,5,A,50.5718,-114.1111,9.2 km from Hartell,1223,29,7,11,8,312.1666667,0,0,0,0,26092.50277,0,0,5398.448848,0,0,0,0,0,0,181747.7779,0,0,13496.12212,0,0,0,0,34190.17604,899.7414747,702698.0918,0,0,48586.03964,0,0,0
1121264,11988-4-A-2015,11988,borealis,20,queen,4,A,50.7467,-114.0975,7.1 km from Okotoks,1172,16,7,29,7,313.4166667,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122059,11988-4-A-2015,11988,borealis,17,worker,4,A,50.7467,-114.0975,7.1 km from Okotoks,1172,16,7,29,7,313.4166667,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1121262,11988-4-A-2015,11988,borealis,24,queen,4,A,50.7467,-114.0975,7.1 km from Okotoks,1172,16,7,29,7,313.4166667,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1112083,11988-4-A-2015,11988,nevadensis,26,queen,4,A,50.7467,-114.0975,7.1 km from Okotoks,1172,16,7,29,7,313.4166667,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122536,11988-5-A-2015,11988,borealis,23,queen,5,A,50.7467,-114.0975,7.1 km from Okotoks,1172,29,7,11,8,312.25,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122540,11988-5-A-2015,11988,borealis,16,worker,5,A,50.7467,-114.0975,7.1 km from Okotoks,1172,29,7,11,8,312.25,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122537,11988-5-A-2015,11988,borealis,23,queen,5,A,50.7467,-114.0975,7.1 km from Okotoks,1172,29,7,11,8,312.25,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122616,11988-5-A-2015,11988,borealis,23,queen,5,A,50.7467,-114.0975,7.1 km from Okotoks,1172,29,7,11,8,312.25,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122534,11988-5-A-2015,11988,borealis,20,queen,5,A,50.7467,-114.0975,7.1 km from Okotoks,1172,29,7,11,8,312.25,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122538,11988-5-A-2015,11988,borealis,20,queen,5,A,50.7467,-114.0975,7.1 km from Okotoks,1172,29,7,11,8,312.25,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122535,11988-5-A-2015,11988,borealis,17,worker,5,A,50.7467,-114.0975,7.1 km from Okotoks,1172,29,7,11,8,312.25,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1122539,11988-5-A-2015,11988,borealis,16,worker,5,A,50.7467,-114.0975,7.1 km from Okotoks,1172,29,7,11,8,312.25,0,0,0,0,0,0,0,8097.673273,12596.38065,11696.63917,0,0,9897.156222,0,8997.414747,21593.79539,0,24293.01982,74678.5424,58483.19586,899.7414747,0,128663.0309,0,149357.0848,71979.31798,0,73778.80093,240230.9738,116966.3917,899.7414747
1117023,10348-2-A-2015,10348,occidentalis,14,worker,2,A,50.7757,-114.0971,"Township Rd 212, De Winton",1197,1,7,9,7,191.9333333,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121929,10348-5-A-2015,10348,borealis,15,worker,5,A,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121931,10348-5-A-2015,10348,borealis,14,worker,5,A,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121932,10348-5-A-2015,10348,borealis,18,queen,5,A,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121927,10348-5-A-2015,10348,borealis,15,worker,5,A,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1117036,10348-5-A-2015,10348,occidentalis,15,worker,5,A,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1117037,10348-5-A-2015,10348,occidentalis,15,worker,5,A,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121917,10348-5-B-2015,10348,borealis,21,queen,5,B,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121918,10348-5-B-2015,10348,borealis,14,worker,5,B,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121930,10348-5-B-2015,10348,borealis,18,queen,5,B,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121920,10348-5-B-2015,10348,borealis,21,queen,5,B,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1117031,10348-5-B-2015,10348,occidentalis,12,worker,5,B,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121939,10348-5-C-2015,10348,borealis,14,worker,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121766,10348-5-C-2015,10348,borealis,20,queen,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1122045,10348-5-C-2015,10348,borealis,12,worker,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121794,10348-5-C-2015,10348,borealis,15,worker,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1122574,10348-5-C-2015,10348,borealis,22,queen,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121482,10348-5-C-2015,10348,borealis,26,queen,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121801,10348-5-C-2015,10348,borealis,16,worker,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121765,10348-5-C-2015,10348,borealis,18,queen,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1121804,10348-5-C-2015,10348,borealis,14,worker,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1117033,10348-5-C-2015,10348,occidentalis,18,queen,5,C,50.7757,-114.0971,"Township Rd 212, De Winton",1197,29,7,11,8,312.1,0,0,0,0,0,899.7414747,0,9897.156222,20694.05392,899.7414747,0,0,9897.156222,0,1799.482949,1799.482949,899.7414747,34190.17604,145758.1189,899.7414747,1799.482949,0,160153.9825,0,128663.0309,37789.14194,899.7414747,78277.5083,337403.053,26092.50277,16195.34655
1112104,11618-2-A-2015,11618,nevadensis,24,queen,2,A,50.6698,-114.0942,9.3 km from Okotoks,1182,1,7,9,7,192.1666667,1,0,5398.448848,0,5398.448848,0,0,7197.931798,15295.60507,0,0,0,17994.82949,0,67480.61061,1799.482949,0,15295.60507,94472.85485,0,0,1799.482949,168251.6558,1799.482949,310410.8088,1799.482949,0,30591.21014,272621.6668,0,0
1121412,11618-4-A-2015,11618,borealis,13,worker,4,A,50.6698,-114.0942,9.3 km from Okotoks,1182,16,7,29,7,313.3833333,1,0,5398.448848,0,5398.448848,0,0,7197.931798,15295.60507,0,0,0,17994.82949,0,67480.61061,1799.482949,0,15295.60507,94472.85485,0,0,1799.482949,168251.6558,1799.482949,310410.8088,1799.482949,0,30591.21014,272621.6668,0,0
1112024,11618-4-A-2015,11618,nevadensis,20,worker,4,A,50.6698,-114.0942,9.3 km from Okotoks,1182,16,7,29,7,313.3833333,1,0,5398.448848,0,5398.448848,0,0,7197.931798,15295.60507,0,0,0,17994.82949,0,67480.61061,1799.482949,0,15295.60507,94472.85485,0,0,1799.482949,168251.6558,1799.482949,310410.8088,1799.482949,0,30591.21014,272621.6668,0,0
1122342,11618-5-A-2015,11618,borealis,17,worker,5,A,50.6698,-114.0942,9.3 km from Okotoks,1182,29,7,11,8,312.2,0,0,5398.448848,0,5398.448848,0,0,7197.931798,15295.60507,0,0,0,17994.82949,0,67480.61061,1799.482949,0,15295.60507,94472.85485,0,0,1799.482949,168251.6558,1799.482949,310410.8088,1799.482949,0,30591.21014,272621.6668,0,0
1122353,11618-5-A-2015,11618,borealis,13,worker,5,A,50.6698,-114.0942,9.3 km from Okotoks,1182,29,7,11,8,312.2,0,0,5398.448848,0,5398.448848,0,0,7197.931798,15295.60507,0,0,0,17994.82949,0,67480.61061,1799.482949,0,15295.60507,94472.85485,0,0,1799.482949,168251.6558,1799.482949,310410.8088,1799.482949,0,30591.21014,272621.6668,0,0
1122339,11618-5-A-2015,11618,borealis,16,worker,5,A,50.6698,-114.0942,9.3 km from Okotoks,1182,29,7,11,8,312.2,0,0,5398.448848,0,5398.448848,0,0,7197.931798,15295.60507,0,0,0,17994.82949,0,67480.61061,1799.482949,0,15295.60507,94472.85485,0,0,1799.482949,168251.6558,1799.482949,310410.8088,1799.482949,0,30591.21014,272621.6668,0,0
1122343,11618-5-A-2015,11618,borealis,16,worker,5,A,50.6698,-114.0942,9.3 km from Okotoks,1182,29,7,11,8,312.2,0,0,5398.448848,0,5398.448848,0,0,7197.931798,15295.60507,0,0,0,17994.82949,0,67480.61061,1799.482949,0,15295.60507,94472.85485,0,0,1799.482949,168251.6558,1799.482949,310410.8088,1799.482949,0,30591.21014,272621.6668,0,0
