year,day,site,block,nutrient,geno,biomass,count
2013,70,A,10,Treatment,5,12.5966769179,19
2013,71,A,1,Control,1,8.5769908967,16
2013,71,A,1,Control,3,10.738705224,18
2013,71,A,1,Control,5,12.0507159438,21
2013,71,A,1,Treatment,1,12.3053680136,16
2013,71,A,1,Treatment,3,10.6038828827,17
2013,71,A,1,Treatment,5,10.9942159323,20
2013,71,A,2,Control,1,10.0322312968,21
2013,71,A,2,Control,3,13.2505328497,19
2013,71,A,2,Control,5,12.6453320441,21
2013,71,A,2,Treatment,1,10.7386858632,18
2013,71,A,2,Treatment,3,13.8670908735,20
2013,71,A,2,Treatment,5,13.7798939176,21
2013,71,A,3,Control,1,10.3423818517,18
2013,71,A,3,Control,3,11.4679733996,20
2013,71,A,3,Control,5,11.9634971647,18
2013,71,A,3,Treatment,1,12.2965716641,15
2013,71,A,3,Treatment,3,11.8161157742,17
2013,71,A,3,Treatment,5,12.2155195976,19
2013,71,A,4,Control,1,9.7775785923,16
2013,71,A,4,Control,3,9.8025484696,20
2013,71,A,4,Control,5,10.7125992684,13
2013,71,A,4,Treatment,1,9.2692612408,18
2013,71,A,4,Treatment,3,11.3885964684,18
2013,71,A,4,Treatment,5,11.4842525872,19
2013,71,A,5,Control,1,8.9158988838,17
2013,71,A,5,Control,3,10.8766128963,20
2013,71,A,5,Control,5,11.0882075518,18
2013,71,A,5,Treatment,1,9.3743763475,18
2013,71,A,5,Treatment,3,12.0868314509,17
2013,71,A,5,Treatment,5,11.4733271909,17
2013,71,A,6,Control,1,9.2979951618,18
2013,71,A,6,Control,3,11.1073983642,15
2013,71,A,6,Control,5,11.3283031796,16
2013,71,A,6,Treatment,1,10.1352016853,17
2013,71,A,6,Treatment,3,11.6875252819,16
2013,71,A,6,Treatment,5,11.2382978616,17
2013,71,A,7,Control,1,9.9643608177,17
2013,71,A,7,Control,3,9.2593672542,19
2013,71,A,7,Control,5,11.665861926,17
2013,71,A,7,Treatment,1,10.3761939605,19
2013,71,A,7,Treatment,3,10.2802217805,16
2013,71,A,7,Treatment,5,11.9508589211,17
2013,71,A,8,Control,1,9.6473425828,12
2013,71,A,8,Control,3,9.9273603689,15
2013,71,A,8,Control,5,11.0773544672,16
2013,71,A,8,Treatment,1,9.6129814586,22
2013,71,A,8,Treatment,3,11.9723964093,14
2013,71,A,8,Treatment,5,13.6438495672,22
2013,71,A,9,Control,1,8.4840931158,16
2013,71,A,9,Control,3,9.6395636182,14
2013,71,A,9,Control,5,11.743635849,17
2013,71,A,9,Treatment,1,9.8576095095,18
2013,71,A,9,Treatment,3,14.1752244498,22
2013,71,A,9,Treatment,5,12.2490580794,20
2013,71,A,10,Control,1,10.4697946185,18
2013,71,A,10,Control,3,10.8156782821,17
2013,71,A,10,Control,5,10.6019381193,14
2013,71,A,10,Treatment,1,12.4594169781,20
2013,71,A,10,Treatment,3,13.2992626102,19
2013,71,A,10,Treatment,5,13.7248975396,17
2013,72,A,1,Control,1,9.9750431463,19
2013,72,A,1,Control,3,8.3938069054,18
2013,72,A,1,Control,5,10.2943753949,20
2013,72,A,1,Treatment,1,10.2028604741,21
2013,72,A,1,Treatment,3,13.944424088,19
2013,72,A,1,Treatment,5,11.5497509725,20
2013,72,A,2,Control,1,12.0803854915,17
2013,72,A,2,Control,3,11.6538896913,19
2013,72,A,2,Control,5,13.1119690166,22
2013,72,A,2,Treatment,1,13.0962687249,20
2013,72,A,2,Treatment,3,11.878519639,19
2013,72,A,2,Treatment,5,13.0030828781,19
2013,72,A,3,Control,1,11.3876362386,15
2013,72,A,3,Control,3,10.5648376027,17
2013,72,A,3,Control,5,12.0087670171,16
2013,72,A,3,Treatment,1,11.9021260981,14
2013,72,A,3,Treatment,3,11.8470876508,20
2013,72,A,3,Treatment,5,15.2584084855,19
2013,72,A,4,Control,1,8.7765092043,16
2013,72,A,4,Control,3,12.2790328399,18
2013,72,A,4,Control,5,9.6961922081,19
2013,72,A,4,Treatment,1,9.7639641213,19
2013,72,A,4,Treatment,3,11.0075458588,16
2013,72,A,4,Treatment,5,12.3188340237,19
2013,72,A,5,Control,1,8.8989033348,18
2013,72,A,5,Control,3,10.8198117146,22
2013,72,A,5,Control,5,11.7304853525,18
2013,72,A,5,Treatment,1,10.7043248085,19
2013,72,A,5,Treatment,3,11.9382362028,20
2013,72,A,5,Treatment,5,14.3065539039,18
2013,72,A,6,Control,1,8.8073865066,14
2013,72,A,6,Control,3,8.7169293879,17
2013,72,A,6,Control,5,9.9678618113,16
2013,72,A,6,Treatment,1,8.4992780898,19
2013,72,A,6,Treatment,3,10.2823267544,18
2013,72,A,6,Treatment,5,13.1556524446,22
2013,72,A,7,Control,1,7.9780405132,20
2013,72,A,7,Control,3,9.1997578533,16
2013,72,A,7,Control,5,9.2671021913,17
2013,72,A,7,Treatment,1,10.3716325696,17
2013,72,A,7,Treatment,3,10.6490962254,19
2013,72,A,7,Treatment,5,11.0401264235,18
2013,72,A,8,Control,1,8.4495401111,14
2013,72,A,8,Control,3,9.6087192486,16
2013,72,A,8,Control,5,9.5011460152,17
2013,72,A,8,Treatment,1,10.574488257,19
2013,72,A,8,Treatment,3,12.1674987997,20
2013,72,A,8,Treatment,5,11.6479062907,18
2013,72,A,9,Control,1,9.2651016484,18
2013,72,A,9,Control,3,10.8316557859,20
2013,72,A,9,Control,5,12.4947391646,18
2013,72,A,9,Treatment,1,11.5056328616,20
2013,72,A,9,Treatment,3,12.3651929211,21
2013,72,A,9,Treatment,5,12.3105691292,20
2013,72,A,10,Control,1,10.3002329806,15
2013,72,A,10,Control,3,11.3158634567,17
2013,72,A,10,Control,5,12.1645655389,18
2013,72,A,10,Treatment,1,12.3320301294,19
2013,72,A,10,Treatment,3,12.6767136799,15
2013,72,A,10,Treatment,5,11.5128606581,18
2013,73,A,1,Control,1,7.6898422206,14
2013,73,A,1,Control,3,11.0836635913,18
2013,73,A,1,Control,5,12.9194143533,17
2013,73,A,1,Treatment,1,11.2688378061,17
2013,73,A,1,Treatment,3,11.3001305763,21
2013,73,A,1,Treatment,5,12.4437341398,18
2013,73,A,2,Control,1,9.1863806896,16
2013,73,A,2,Control,3,11.7084175075,21
2013,73,A,2,Control,5,11.2063528646,18
2013,73,A,2,Treatment,1,12.7720290773,17
2013,73,A,2,Treatment,3,13.5377650044,18
2013,73,A,2,Treatment,5,12.9472669658,21
2013,73,A,3,Control,1,10.0341667939,19
2013,73,A,3,Control,3,11.1593503054,19
2013,73,A,3,Control,5,11.371840217,15
2013,73,A,3,Treatment,1,10.6528116279,19
2013,73,A,3,Treatment,3,12.2553135553,21
2013,73,A,3,Treatment,5,12.1027491314,17
2013,73,A,4,Control,1,9.8467926505,16
2013,73,A,4,Control,3,10.6129117604,19
2013,73,A,4,Control,5,10.2038682986,16
2013,73,A,4,Treatment,1,9.7757528701,19
2013,73,A,4,Treatment,3,11.5966692458,18
2013,73,A,4,Treatment,5,11.4075843102,19
2013,73,A,5,Control,1,9.4884041142,15
2013,73,A,5,Control,3,9.5125258056,17
2013,73,A,5,Control,5,11.1482312117,21
2013,73,A,5,Treatment,1,10.1662239091,18
2013,73,A,5,Treatment,3,12.9323300543,15
2013,73,A,5,Treatment,5,12.4347043592,19
2013,73,A,6,Control,1,8.9633506972,16
2013,73,A,6,Control,3,8.7108728308,17
2013,73,A,6,Control,5,9.7411667736,20
2013,73,A,6,Treatment,1,9.0107768943,22
2013,73,A,6,Treatment,3,11.8001013389,18
2013,73,A,6,Treatment,5,11.6513780993,21
2013,73,A,7,Control,1,8.5936596568,19
2013,73,A,7,Control,3,10.4979991075,17
2013,73,A,7,Control,5,8.4539051038,22
2013,73,A,7,Treatment,1,11.0390909169,22
2013,73,A,7,Treatment,3,12.5482098965,18
2013,73,A,7,Treatment,5,11.8198001055,21
2013,73,A,8,Control,1,8.7356929852,23
2013,73,A,8,Control,3,9.8145465379,20
2013,73,A,8,Control,5,9.8626904681,21
2013,73,A,8,Treatment,1,11.2702799625,20
2013,73,A,8,Treatment,3,12.0222124139,16
2013,73,A,8,Treatment,5,12.0016683669,24
2013,73,A,9,Control,1,9.8572677308,18
2013,73,A,9,Control,3,11.5305165248,12
2013,73,A,9,Control,5,12.9418778371,19
2013,73,A,9,Treatment,1,9.7012139409,19
2013,73,A,9,Treatment,3,11.9960880085,18
2013,73,A,9,Treatment,5,11.3652716933,17
2013,73,A,10,Control,1,10.7474418282,17
2013,73,A,10,Control,3,9.7572506952,20
2013,73,A,10,Control,5,11.4757256708,19
2013,73,A,10,Treatment,1,10.7673856782,18
2013,73,A,10,Treatment,3,12.686411913,16
2013,73,A,10,Treatment,5,13.6992060778,20
2013,74,A,1,Control,1,9.7851414456,16
2013,74,A,1,Control,3,12.592151452,15
2013,74,A,1,Control,5,13.9632780116,17
2013,74,A,1,Treatment,1,10.9348749259,16
2013,74,A,1,Treatment,3,11.7007467162,14
2013,74,A,1,Treatment,5,11.7409906504,17
2013,74,A,2,Control,1,10.5779827752,16
2013,74,A,2,Control,3,12.391709846,18
2013,74,A,2,Control,5,10.9898570428,19
2013,74,A,2,Treatment,1,11.5891039917,18
2013,74,A,2,Treatment,3,14.0323331269,18
2013,74,A,2,Treatment,5,13.2358346918,16
2013,74,A,3,Control,1,10.093051566,19
2013,74,A,3,Control,3,11.411450643,18
2013,74,A,3,Control,5,12.6778745807,20
2013,74,A,3,Treatment,1,12.497375746,17
2013,74,A,3,Treatment,3,12.185159941,20
2013,74,A,3,Treatment,5,13.9600837806,18
2013,74,A,4,Control,1,6.9123101507,16
2013,74,A,4,Control,3,10.281739536,18
2013,74,A,4,Control,5,10.6915460226,18
2013,74,A,4,Treatment,1,7.9149764584,16
2013,74,A,4,Treatment,3,10.6171818213,19
2013,74,A,4,Treatment,5,11.9641721003,19
2013,74,A,5,Control,1,10.4483022813,14
2013,74,A,5,Control,3,9.8929590406,18
2013,74,A,5,Control,5,10.7338917981,22
2013,74,A,5,Treatment,1,10.3999377094,20
2013,74,A,5,Treatment,3,10.1294141914,17
2013,74,A,5,Treatment,5,11.1573595465,18
2013,74,A,6,Control,1,9.4898918323,18
2013,74,A,6,Control,3,10.3615312439,18
2013,74,A,6,Control,5,11.0104595927,19
2013,74,A,6,Treatment,1,9.9567199151,15
2013,74,A,6,Treatment,3,11.3620785369,17
2013,74,A,6,Treatment,5,11.2711839756,19
2013,74,A,7,Control,1,7.2632334496,20
2013,74,A,7,Control,3,10.0854062687,19
2013,74,A,7,Control,5,11.7752119789,17
2013,74,A,7,Treatment,1,7.963716872,17
2013,74,A,7,Treatment,3,11.9924872982,17
2013,74,A,7,Treatment,5,13.7022452192,22
2013,74,A,8,Control,1,7.9616461469,19
2013,74,A,8,Control,3,10.4229074991,17
2013,74,A,8,Control,5,12.1142825836,17
2013,74,A,8,Treatment,1,9.8907646597,18
2013,74,A,8,Treatment,3,12.4854567141,18
2013,74,A,8,Treatment,5,13.3500639309,15
2013,74,A,9,Control,1,9.4136614863,19
2013,74,A,9,Control,3,9.9240128662,19
2013,74,A,9,Control,5,11.3734166937,21
2013,74,A,9,Treatment,1,10.7953195935,19
2013,74,A,9,Treatment,3,13.4697925636,19
2013,74,A,9,Treatment,5,11.0439511385,17
2013,74,A,10,Control,1,9.0761005758,15
2013,74,A,10,Control,3,12.3948471791,13
2013,74,A,10,Control,5,12.4533456635,18
2013,74,A,10,Treatment,1,10.3008886208,17
2013,74,A,10,Treatment,3,12.4401981937,15
2013,74,A,10,Treatment,5,12.9137249635,15
2013,75,A,1,Control,1,9.185124697,17
2013,75,A,1,Control,3,9.8084041171,18
2013,75,A,1,Control,5,10.6185045641,19
2013,75,A,1,Treatment,1,10.2112502667,18
2013,75,A,1,Treatment,3,11.176227196,20
2013,75,A,1,Treatment,5,13.3707085442,19
2013,75,A,2,Control,1,11.1867162043,15
2013,75,A,2,Control,3,12.4193258458,13
2013,75,A,2,Control,5,12.0851740361,19
2013,75,A,2,Treatment,1,11.4135048559,19
2013,75,A,2,Treatment,3,12.8189784046,14
2013,75,A,2,Treatment,5,14.4633788871,18
2013,75,A,3,Control,1,11.6645411311,16
2013,75,A,3,Control,3,11.3641823945,20
2013,75,A,3,Control,5,11.2617926696,18
2013,75,A,3,Treatment,1,12.104127683,15
2013,75,A,3,Treatment,3,11.8073150528,18
2013,75,A,3,Treatment,5,14.3921841282,20
2013,75,A,4,Control,1,8.4372035884,16
2013,75,A,4,Control,3,10.7609580571,18
2013,75,A,4,Control,5,9.4696770682,17
2013,75,A,4,Treatment,1,9.5400958322,18
2013,75,A,4,Treatment,3,9.7991522649,19
2013,75,A,4,Treatment,5,10.8031135023,17
2013,75,A,5,Control,1,9.1974443814,18
2013,75,A,5,Control,3,11.0780528073,19
2013,75,A,5,Control,5,12.8754272724,19
2013,75,A,5,Treatment,1,10.750807391,17
2013,75,A,5,Treatment,3,11.5906404706,15
2013,75,A,5,Treatment,5,10.8498381287,17
2013,75,A,6,Control,1,9.1087459441,17
2013,75,A,6,Control,3,9.1727918609,17
2013,75,A,6,Control,5,11.858421014,21
2013,75,A,6,Treatment,1,10.1874265595,19
2013,75,A,6,Treatment,3,9.1308123573,19
2013,75,A,6,Treatment,5,12.349869179,16
2013,75,A,7,Control,1,10.609203481,14
2013,75,A,7,Control,3,9.5513041856,16
2013,75,A,7,Control,5,11.2880017883,17
2013,75,A,7,Treatment,1,11.3502394039,16
2013,75,A,7,Treatment,3,12.5736919293,18
2013,75,A,7,Treatment,5,12.4225053061,20
2013,75,A,8,Control,1,4.9818764559,14
2013,75,A,8,Control,3,10.8036615722,19
2013,75,A,8,Control,5,10.9972758085,18
2013,75,A,8,Treatment,1,11.0291634925,16
2013,75,A,8,Treatment,3,12.1507521671,21
2013,75,A,8,Treatment,5,12.6883683223,21
2013,75,A,9,Control,1,9.5379929548,17
2013,75,A,9,Control,3,10.6763380039,18
2013,75,A,9,Control,5,11.874855435,19
2013,75,A,9,Treatment,1,10.977256271,19
2013,75,A,9,Treatment,3,12.6711255492,16
2013,75,A,9,Treatment,5,13.0459779055,17
2013,75,A,10,Control,1,11.5982927012,15
2013,75,A,10,Control,3,10.1998671976,16
2013,75,A,10,Control,5,12.3001191095,19
2013,75,A,10,Treatment,1,12.0336334025,15
2013,75,A,10,Treatment,3,13.8835440476,22
2013,75,A,10,Treatment,5,12.8828315681,21
2013,76,A,1,Control,1,10.458699295,19
2013,76,A,1,Control,3,10.4918298211,17
2013,76,A,1,Control,5,10.8590891939,17
2013,76,A,1,Treatment,1,10.6570235108,17
2013,76,A,1,Treatment,3,11.3018881296,18
2013,76,A,1,Treatment,5,13.0849856033,20
2013,76,A,2,Control,1,9.7621769887,17
2013,76,A,2,Control,3,11.6607823246,15
2013,76,A,2,Control,5,13.3716377509,22
2013,76,A,2,Treatment,1,10.7346136636,13
2013,76,A,2,Treatment,3,12.212976547,18
2013,76,A,2,Treatment,5,13.3660805752,18
2013,76,A,3,Control,1,10.590250736,16
2013,76,A,3,Control,3,10.6787056471,17
2013,76,A,3,Control,5,11.4875581604,16
2013,76,A,3,Treatment,1,12.1647486752,17
2013,76,A,3,Treatment,3,13.1675829996,19
2013,76,A,3,Treatment,5,13.4835440264,20
2013,76,A,4,Control,1,8.6844415364,17
2013,76,A,4,Control,3,8.0991697148,21
2013,76,A,4,Control,5,11.3763872633,16
2013,76,A,4,Treatment,1,9.6957185899,12
2013,76,A,4,Treatment,3,10.6931094256,18
2013,76,A,4,Treatment,5,12.8063390603,19
2013,76,A,5,Control,1,9.5000868002,16
2013,76,A,5,Control,3,11.0349527918,16
2013,76,A,5,Control,5,10.2684201767,20
2013,76,A,5,Treatment,1,11.5943048466,18
2013,76,A,5,Treatment,3,10.4393896927,18
2013,76,A,5,Treatment,5,10.9481937021,20
2013,76,A,6,Control,1,7.7975986954,16
2013,76,A,6,Control,3,11.1757842543,19
2013,76,A,6,Control,5,10.6974001014,15
2013,76,A,6,Treatment,1,9.3707410473,15
2013,76,A,6,Treatment,3,12.339919138,15
2013,76,A,6,Treatment,5,11.0417649464,17
2013,76,A,7,Control,1,9.2977209495,19
2013,76,A,7,Control,3,9.2975202883,17
2013,76,A,7,Control,5,11.4640393239,17
2013,76,A,7,Treatment,1,11.9502273582,16
2013,76,A,7,Treatment,3,11.8593483307,16
2013,76,A,7,Treatment,5,12.3570680158,19
2013,76,A,8,Control,1,10.2412941248,16
2013,76,A,8,Control,3,9.3153169419,17
2013,76,A,8,Control,5,12.1879173693,15
2013,76,A,8,Treatment,1,11.1553575256,18
2013,76,A,8,Treatment,3,12.4380623411,15
2013,76,A,8,Treatment,5,12.9481872147,20
2013,76,A,9,Control,1,11.2702961711,16
2013,76,A,9,Control,3,10.9148973729,21
2013,76,A,9,Control,5,11.6625708709,17
2013,76,A,9,Treatment,1,10.6933665264,18
2013,76,A,9,Treatment,3,12.8156837796,20
2013,76,A,9,Treatment,5,14.1034968413,18
2013,76,A,10,Control,1,10.5143671514,15
2013,76,A,10,Control,3,10.888103191,19
2013,76,A,10,Control,5,12.0254866792,17
2013,76,A,10,Treatment,1,11.0474368734,15
2013,76,A,10,Treatment,3,12.9326171644,22
2013,76,A,10,Treatment,5,15.177473891,18
2013,77,A,1,Control,1,9.7312981014,15
2013,77,A,1,Control,3,10.6949740887,18
2013,77,A,1,Control,5,10.8680016505,21
2013,77,A,1,Treatment,1,11.4798735305,17
2013,77,A,1,Treatment,3,12.2177311286,17
2013,77,A,1,Treatment,5,11.5641494838,18
2013,77,A,2,Control,1,11.258901733,17
2013,77,A,2,Control,3,10.3286774239,18
2013,77,A,2,Control,5,11.7669145582,21
2013,77,A,2,Treatment,1,14.2268861046,17
2013,77,A,2,Treatment,3,13.7126365695,15
2013,77,A,2,Treatment,5,13.4647267797,19
2013,77,A,3,Control,1,11.1374039651,18
2013,77,A,3,Control,3,12.1280607254,18
2013,77,A,3,Control,5,13.3389176104,19
2013,77,A,3,Treatment,1,11.8324678509,22
2013,77,A,3,Treatment,3,11.444761063,20
2013,77,A,3,Treatment,5,14.0271406632,25
2013,77,A,4,Control,1,9.6665728969,17
2013,77,A,4,Control,3,8.9069975315,21
2013,77,A,4,Control,5,10.834636219,19
2013,77,A,4,Treatment,1,10.4700147385,15
2013,77,A,4,Treatment,3,12.5025641936,15
2013,77,A,4,Treatment,5,12.0157846126,20
2013,77,A,5,Control,1,8.1995314678,17
2013,77,A,5,Control,3,10.2701062352,18
2013,77,A,5,Control,5,11.1412695056,23
2013,77,A,5,Treatment,1,9.7134605891,18
2013,77,A,5,Treatment,3,11.2917006761,17
2013,77,A,5,Treatment,5,13.1992083481,19
2013,77,A,6,Control,1,7.2380492577,18
2013,77,A,6,Control,3,10.0507397607,16
2013,77,A,6,Control,5,7.6346354427,21
2013,77,A,6,Treatment,1,10.8376409022,18
2013,77,A,6,Treatment,3,11.4519092257,17
2013,77,A,6,Treatment,5,12.4720543749,17
2013,77,A,7,Control,1,7.7867561163,18
2013,77,A,7,Control,3,8.1384808956,20
2013,77,A,7,Control,5,10.6629466528,21
2013,77,A,7,Treatment,1,9.2051574567,19
2013,77,A,7,Treatment,3,11.1576988929,22
2013,77,A,7,Treatment,5,10.6863658119,18
2013,77,A,8,Control,1,9.8421430862,14
2013,77,A,8,Control,3,10.5095126978,20
2013,77,A,8,Control,5,11.204877247,19
2013,77,A,8,Treatment,1,8.9063827032,15
2013,77,A,8,Treatment,3,11.5897944128,18
2013,77,A,8,Treatment,5,10.9417476142,20
2013,77,A,9,Control,1,9.4531970692,17
2013,77,A,9,Control,3,11.999070954,19
2013,77,A,9,Control,5,10.9454509128,20
2013,77,A,9,Treatment,1,12.2504930832,17
2013,77,A,9,Treatment,3,13.0880145828,16
2013,77,A,9,Treatment,5,13.6412897346,14
2013,77,A,10,Control,1,10.9369997869,18
2013,77,A,10,Control,3,12.7464091822,16
2013,77,A,10,Control,5,12.7050694335,18
2013,77,A,10,Treatment,1,13.1823664185,18
2013,77,A,10,Treatment,3,13.0107424996,21
2013,77,A,10,Treatment,5,13.9393106851,16
2013,78,A,1,Control,1,7.6624883332,18
2013,78,A,1,Control,3,11.2375703524,16
2013,78,A,1,Control,5,12.1154393113,19
2013,78,A,1,Treatment,1,10.9759122763,18
2013,78,A,1,Treatment,3,11.0050202224,17
2013,78,A,1,Treatment,5,13.6399461466,18
2013,78,A,2,Control,1,10.6457238103,16
2013,78,A,2,Control,3,10.6734086742,19
2013,78,A,2,Control,5,13.093530275,18
2013,78,A,2,Treatment,1,12.901113042,19
2013,78,A,2,Treatment,3,12.5144929454,17
2013,78,A,2,Treatment,5,14.2300103683,19
2013,78,A,3,Control,1,10.8528225767,18
2013,78,A,3,Control,3,14.0935480153,20
2013,78,A,3,Control,5,11.1080080617,17
2013,78,A,3,Treatment,1,13.1235868411,13
2013,78,A,3,Treatment,3,13.4717046943,18
2013,78,A,3,Treatment,5,14.2876948956,20
2013,78,A,4,Control,1,9.8850948901,20
2013,78,A,4,Control,3,8.6382694839,16
2013,78,A,4,Control,5,10.3877266983,18
2013,78,A,4,Treatment,1,10.5359041141,20
2013,78,A,4,Treatment,3,13.7006257675,16
2013,78,A,4,Treatment,5,10.0958282967,18
2013,78,A,5,Control,1,9.0111029874,18
2013,78,A,5,Control,3,10.8198416868,20
2013,78,A,5,Control,5,11.4722580262,18
2013,78,A,5,Treatment,1,10.1147569424,14
2013,78,A,5,Treatment,3,10.5083930359,20
2013,78,A,5,Treatment,5,11.6429750826,17
2013,78,A,6,Control,1,8.5743847828,17
2013,78,A,6,Control,3,9.3531448809,16
2013,78,A,6,Control,5,10.1742591673,19
2013,78,A,6,Treatment,1,12.7964403778,15
2013,78,A,6,Treatment,3,11.6297239774,17
2013,78,A,6,Treatment,5,11.5758388078,18
2013,78,A,7,Control,1,7.8156552024,20
2013,78,A,7,Control,3,9.1653476964,20
2013,78,A,7,Control,5,12.5924944836,20
2013,78,A,7,Treatment,1,9.6636046995,21
2013,78,A,7,Treatment,3,13.0441371793,19
2013,78,A,7,Treatment,5,12.5375136765,19
2013,78,A,8,Control,1,8.7399859226,18
2013,78,A,8,Control,3,9.1479511673,22
2013,78,A,8,Control,5,11.16138049,18
2013,78,A,8,Treatment,1,11.3772695795,21
2013,78,A,8,Treatment,3,12.0104478837,14
2013,78,A,8,Treatment,5,11.0808492085,20
2013,78,A,9,Control,1,10.9811504479,18
2013,78,A,9,Control,3,12.0360683142,22
2013,78,A,9,Control,5,11.4870994413,21
2013,78,A,9,Treatment,1,11.8764934563,21
2013,78,A,9,Treatment,3,11.7350772809,17
2013,78,A,9,Treatment,5,13.1969539042,18
2013,78,A,10,Control,1,10.4846758091,14
2013,78,A,10,Control,3,11.4267325434,19
2013,78,A,10,Control,5,12.4829609439,17
2013,78,A,10,Treatment,1,11.3542146541,17
2013,78,A,10,Treatment,3,12.7852002975,17
2013,78,A,10,Treatment,5,12.6720546575,20
2013,79,A,1,Control,1,11.0403824647,21
2013,79,A,1,Control,3,11.1268980547,15
2013,79,A,1,Control,5,9.6234459524,15
2013,79,A,1,Treatment,1,12.5405202095,16
2013,79,A,1,Treatment,3,11.2166774708,18
2013,79,A,1,Treatment,5,12.4847948233,17
2013,79,A,2,Control,1,12.092250386,17
2013,79,A,2,Control,3,11.6830031398,20
2013,79,A,2,Control,5,12.2914626014,15
2013,79,A,2,Treatment,1,13.523807538,19
2013,79,A,2,Treatment,3,12.0297574891,18
2013,79,A,2,Treatment,5,12.8267155091,16
2013,79,A,3,Control,1,10.589417302,17
2013,79,A,3,Control,3,10.6047297168,17
2013,79,A,3,Control,5,11.516554816,21
2013,79,A,3,Treatment,1,10.5471049291,18
2013,79,A,3,Treatment,3,12.3630789184,20
2013,79,A,3,Treatment,5,12.7857304298,17
2013,79,A,4,Control,1,8.0857970795,14
2013,79,A,4,Control,3,11.0439762338,18
2013,79,A,4,Control,5,9.1432916444,17
2013,79,A,4,Treatment,1,10.3769968106,15
2013,79,A,4,Treatment,3,10.6852348771,16
2013,79,A,4,Treatment,5,10.126838305,18
2013,79,A,5,Control,1,9.2719074363,19
2013,79,A,5,Control,3,11.3891365516,19
2013,79,A,5,Control,5,10.9041609564,19
2013,79,A,5,Treatment,1,11.7806807054,17
2013,79,A,5,Treatment,3,13.8758999163,18
2013,79,A,5,Treatment,5,12.6637405055,19
2013,79,A,6,Control,1,9.6978627945,22
2013,79,A,6,Control,3,8.8023586869,20
2013,79,A,6,Control,5,10.3540518476,18
2013,79,A,6,Treatment,1,9.9072922642,16
2013,79,A,6,Treatment,3,11.9969344839,20
2013,79,A,6,Treatment,5,10.0398551476,16
2013,79,A,7,Control,1,10.0558856554,16
2013,79,A,7,Control,3,9.1209258408,17
2013,79,A,7,Control,5,11.1157143393,15
2013,79,A,7,Treatment,1,10.4666084935,15
2013,79,A,7,Treatment,3,12.9715576916,22
2013,79,A,7,Treatment,5,12.754145066,17
2013,79,A,8,Control,1,8.6572215283,14
2013,79,A,8,Control,3,9.5776179955,17
2013,79,A,8,Control,5,10.2882673982,17
2013,79,A,8,Treatment,1,10.1868822186,18
2013,79,A,8,Treatment,3,10.8555697387,20
2013,79,A,8,Treatment,5,13.6129815646,14
2013,79,A,9,Control,1,8.9342900892,19
2013,79,A,9,Control,3,10.3562200671,20
2013,79,A,9,Control,5,11.3437431189,20
2013,79,A,9,Treatment,1,11.1091340571,16
2013,79,A,9,Treatment,3,11.5091768775,16
2013,79,A,9,Treatment,5,11.6701172892,19
2013,79,A,10,Control,1,9.561850931,17
2013,79,A,10,Control,3,11.3441275732,18
2013,79,A,10,Control,5,12.3322556714,20
2013,79,A,10,Treatment,1,12.5572342139,16
2013,79,A,10,Treatment,3,12.6952267965,21
2013,79,A,10,Treatment,5,13.90476304,16
2013,80,A,1,Control,1,9.2402317725,17
2013,80,A,1,Control,3,12.1963886923,18
2013,80,A,1,Control,5,12.0377179673,20
2013,80,A,1,Treatment,1,10.3618773432,15
2013,80,A,1,Treatment,3,10.995004005,18
2013,80,A,1,Treatment,5,13.4300969241,20
2013,80,A,2,Control,1,10.0674329126,17
2013,80,A,2,Control,3,10.6148299437,16
2013,80,A,2,Control,5,10.4532502941,19
2013,80,A,2,Treatment,1,9.880477352,13
2013,80,A,2,Treatment,3,12.7484402292,20
2013,80,A,2,Treatment,5,14.9312110456,20
2013,80,A,3,Control,1,10.506562389,17
2013,80,A,3,Control,3,11.3765591398,20
2013,80,A,3,Control,5,12.5631536501,23
2013,80,A,3,Treatment,1,12.2091516755,14
2013,80,A,3,Treatment,3,13.2726822735,15
2013,80,A,3,Treatment,5,13.7016931439,19
2013,80,A,4,Control,1,8.2751919299,19
2013,80,A,4,Control,3,8.2327723899,19
2013,80,A,4,Control,5,8.7490039409,18
2013,80,A,4,Treatment,1,10.3965608899,18
2013,80,A,4,Treatment,3,12.3582877595,19
2013,80,A,4,Treatment,5,13.4712336111,16
2013,80,A,5,Control,1,8.7068679412,14
2013,80,A,5,Control,3,8.5558909874,17
2013,80,A,5,Control,5,11.560856587,21
2013,80,A,5,Treatment,1,11.3479577269,18
2013,80,A,5,Treatment,3,12.5735770351,19
2013,80,A,5,Treatment,5,12.6685570479,17
2013,80,A,6,Control,1,8.8574735218,15
2013,80,A,6,Control,3,9.7864239641,21
2013,80,A,6,Control,5,9.1230289365,18
2013,80,A,6,Treatment,1,8.9925077294,19
2013,80,A,6,Treatment,3,11.231900876,18
2013,80,A,6,Treatment,5,10.9376009337,20
2013,80,A,7,Control,1,7.9684038746,14
2013,80,A,7,Control,3,8.8662686952,20
2013,80,A,7,Control,5,12.080969596,20
2013,80,A,7,Treatment,1,11.6291147108,15
2013,80,A,7,Treatment,3,12.0143580169,18
2013,80,A,7,Treatment,5,12.3520544948,15
2013,80,A,8,Control,1,9.2630987769,19
